QTL_ID	QTL_symbol	Trait_name	Assotype	MapType	Chromosome	Position_cm	Range_cm	FlankMark_A2	FlankMark_A1	Peak_Mark	FlankMark_B1	FlankMark_B2	Exp_ID	Model	TestBase	SigLevel	LOD_score	LS_mean	P_values	F_Statistics	VARIANCE	Dom_effect	Add_effect	PUBMED_ID	Cand_gene_symb	Cand_gene_name	Comments
28469	IGG	Immunoglobulin G level	Association	Linkage	5	25.9							1293	Mendelian		Significant			<0.05	9.60				21070286			Log rAspf7 IgG(T)
28470	IGE	Immunoglobulin E level	Association	Linkage	6	43.3							1293	Mendelian		Significant			<0.05	5.30				21070286			Log rAsp77 IgE
28471	IGE	Immunoglobulin E level	Association	Linkage	10	81.5							1293	Mendelian		Significant			<0.05	6.47				21070286			Log rAspf7 IgE
28472	IGE	Immunoglobulin E level	Association	Linkage	13	54.8							1293	Mendelian		Significant			<0.05	6.92				21070286			Log rAspf7 IgE
28473	IGG	Immunoglobulin G level	Association	Linkage	13	60.8							1293	Mendelian		Significant			<0.05	7.57				21070286			Log rAspf7 IgGa
28474	IGG	Immunoglobulin G level	Association	Linkage	16	65.5							1293	Mendelian		Significant			<0.05	7.87				21070286			Log rAspf7 IgG(T)
28475	IGG	Immunoglobulin G level	Association	Linkage	23	31.1							1293	Mendelian		Significant			<0.05	5.50				21070286			Log rAspf7 IgG(T)
28476	IGG	Immunoglobulin G level	Association	Linkage	23	49.1							1293	Mendelian		Significant			<0.05	7.08				21070286			Log rAspf7 IgGb
28477	IGG	Immunoglobulin G level	Association	Linkage	24	68.3							1293	Mendelian		Significant			<0.01	10.14				21070286			Log rAspf7 IgGa
28478	IGG	Immunoglobulin G level	Association	Linkage	24	88.3							1293	Mendelian		Significant			<0.01	10.24				21070286			Log rAspf7 IgGb
28479	IGG	Immunoglobulin G level	Association	Linkage	26	50.0							1293	Mendelian		Significant			<0.01	11.09				21070286			Log rAspf7 IgGa
28480	IGE	Immunoglobulin E level	Association	Linkage	26	61.4							1293	Mendelian		Significant			<0.05	5.98				21070286			Log rAspf7 IgE
28481	IGE	Immunoglobulin E level	Association	Linkage	27	60.0							1293	Mendelian		Significant			<0.05	8.49				21070286			Log total IgE
28482	IGE	Immunoglobulin E level	Association	Linkage	31	13.7							1293	Mendelian		Significant			<0.05	8.44				21070286			Log total IgE
28483	OSTD	Osteochondrosis dissecans	Association	Genome	3	358.17	358.17-358.17			rs68512502			1294	Mendelian		Significant			<0.05					22052004			
28484	OSTEO	osteochondrosis	QTL	Linkage	3	131.4	130.4 - 135.6						1295	Mendelian		Significant			2.29E-4					21841084			Global measurement
28485	OSTEO	osteochondrosis	QTL	Linkage	3	130.5	125.9 - 133.4						1295	Mendelian		Significant			3.02E-6					21841084			Hock measurement
28486	OSTEO	osteochondrosis	QTL	Linkage	13	19.6	3.1 - 25.5						1295	Mendelian		Significant			1.29E-5					21841084			Global measurement
28487	OSTEO	osteochondrosis	QTL	Linkage	13	22.6	21.6 - 25.9						1295	Mendelian		Significant			1.29E-4					21841084			Fetlock measurement
28488	OSTEO	osteochondrosis	QTL	Linkage	14	158.7	148.3 - 169.4						1295	Mendelian		Significant			1.78E-5					21841084			Global measurement
28489	OSTEO	osteochondrosis	QTL	Linkage	14	158.0	146.4 - 162.5						1295	Mendelian		Significant			8.13E-6					21841084			Hock measurement
28490	OSTEO	osteochondrosis	QTL	Linkage	15	53.2	51.7 - 53.3						1295	Mendelian		Significant			2.1E-4					21841084			Global measurement
28491	OSTEO	osteochondrosis	QTL	Linkage	15	52.5	52.4 - 52.9						1295	Mendelian		Significant			4.37E-4					21841084			Fetlock measurement
28792	ERU	Recurrent uveitis	Association	Linkage	1	115.4							1306	Mendelian		Significant			0.045					24467435	TRPM1	transient receptor potential cation channel, subfamily M, member 1	
28793	ERU	Recurrent uveitis	Association	Linkage	20	39.1							1306	Mendelian		Significant			0.029					24467435			
28794	ERU	Recurrent uveitis	Association	Linkage	20	39.2							1306	Mendelian		Significant			0.015					24467435			
28935	OSTD	Osteochondrosis dissecans	Association	Linkage	16	65.4	151.50-151.50						1309	Mendelian		Significant			0.005					22444898			Hock
28944	OSTD	Osteochondrosis dissecans	Association	Linkage	16	69.0	151.50-151.50						1309	Mendelian		Significant	0.68		0.02					22444898			Hock
28930	OSTD	Osteochondrosis dissecans	Association	Linkage	16	151.50	151.50-151.50			AHT037			1309	Mendelian		Significant	0.80		0.03					22444898			Hock
29007	OSTEO	osteochondrosis	Association	Linkage	16	68.0	151.50-151.50						1309	Mendelian		Significant			0.02					22444898			Fetlock
28996	OSTD	Osteochondrosis dissecans	Association	Linkage	16	75.7	151.50-151.50						1309	Mendelian		Significant			<0.05					22444898			Hock
29003	OSTEO	osteochondrosis	Association	Linkage	16	64.1	151.50-151.50						1309	Mendelian		Significant			0.004					22444898			Fetlock
29001	OSTEO	osteochondrosis	Association	Linkage	16	5.7	29.40-30.10			HTG003			1309	Mendelian		Significant			0.010					22444898			Fetlock
28999	OSTEO	osteochondrosis	Association	Linkage	16	7.7	33.95-35.69			TKY279			1309	Mendelian		Significant			0.006					22444898			Fetlock
28960	OSTEO	osteochondrosis	Association	Linkage	16	44.6	151.50-151.50			TKY350			1309	Mendelian		Significant	0.88		0.02					22444898			Hock
28959	OSTD	Osteochondrosis dissecans	Association	Linkage	16	71.7	151.50-151.50						1309	Mendelian		Significant			<0.01					22444898			Hock
28995	OSTEO	osteochondrosis	Association	Linkage	16	75.7	151.50-151.50						1309	Mendelian		Significant	0.80		0.03					22444898			Hock
28994	OSTD	Osteochondrosis dissecans	Association	Linkage	16	75.3	151.50-151.50						1309	Mendelian		Significant			<0.01					22444898			Hock
28958	OSTEO	osteochondrosis	Association	Linkage	16	71.7	151.50-151.50						1309	Mendelian		Significant	0.79		0.03					22444898			Hock
28992	OSTD	Osteochondrosis dissecans	Association	Linkage	16	74.8	151.50-151.50						1309	Mendelian		Significant			<0.01					22444898			Hock
29009	heaves	Recurrent airway obstruction	Association	Linkage	13	44.4	108.90-108.90						1310	Mendelian		Significant			0.03962					22497430	IL4R	interleukin 4 receptor	c.846+909G>A
28967	OSTD	Osteochondrosis dissecans	Association	Linkage	16	71.9	151.50-151.50						1309	Mendelian		Significant			<0.01					22444898			Hock
28945	OSTD	Osteochondrosis dissecans	Association	Linkage	16	69.2	151.50-151.50						1309	Mendelian		Significant	1.33		0.007					22444898			Hock
28931	OSTD	Osteochondrosis dissecans	Association	Linkage	16	60.3	151.50-151.50						1309	Mendelian		Significant	0.82		0.03					22444898			Hock
28951	OSTEO	osteochondrosis	Association	Linkage	16	42.5	151.50-151.50			AHT038			1309	Mendelian		Significant	0.68		0.04					22444898			Hock
28974	OSTEO	osteochondrosis	Association	Linkage	16	72.7	151.50-151.50						1309	Mendelian		Significant	0.94		0.02					22444898			Hock
28976	OSTEO	osteochondrosis	Association	Linkage	16	72.8	151.50-151.50						1309	Mendelian		Significant	0.94		0.02					22444898			Hock
28986	OSTD	Osteochondrosis dissecans	Association	Linkage	16	74.3	151.50-151.50						1309	Mendelian		Significant			<0.01					22444898			Hock
28983	OSTEO	osteochondrosis	Association	Linkage	16	74.1	151.50-151.50						1309	Mendelian		Significant	1.51		0.004					22444898			Hock
29015	heaves	Recurrent airway obstruction	Association	Linkage	13	44.4	108.90-108.90						1310	Mendelian		Significant			<0.05					22497430	IL4R	interleukin 4 receptor	c.667+18C>T
29013	heaves	Recurrent airway obstruction	Association	Linkage	13	44.4	108.90-108.90						1310	Mendelian		Significant			0.04845					22497430	IL4R	interleukin 4 receptor	c.667+1198A>T
29014	heaves	Recurrent airway obstruction	Association	Linkage	13	44.4	108.90-108.90						1310	Mendelian		Significant			0.0325					22497430	IL4R	interleukin 4 receptor	c.667+342G>A
28971	OSTD	Osteochondrosis dissecans	Association	Linkage	16	72.3	151.50-151.50						1309	Mendelian		Significant	1.54		0.004					22444898			Hock
29011	heaves	Recurrent airway obstruction	Association	Linkage	13	44.4	108.90-108.90						1310	Mendelian		Significant			0.01193					22497430	IL4R	interleukin 4 receptor	c.667+3725T>A
29012	heaves	Recurrent airway obstruction	Association	Linkage	13	44.4	108.90-108.90						1310	Mendelian		Significant			0.01889					22497430	IL4R	interleukin 4 receptor	c.667+1553G>A
28928	OSTD	Osteochondrosis dissecans	Association	Linkage	16	68.0	151.50-151.50						1309	Mendelian		Significant	0.64		0.04					22444898			Fetlock and/or hock
28942	OSTD	Osteochondrosis dissecans	Association	Linkage	16	68.7	151.50-151.50						1309	Mendelian		Significant	1.39		0.006					22444898			Hock
28940	OSTD	Osteochondrosis dissecans	Association	Linkage	16	68.4	151.50-151.50						1309	Mendelian		Significant	1.54		0.004					22444898			Hock
28932	OSTD	Osteochondrosis dissecans	Association	Linkage	16	60.9	151.50-151.50						1309	Mendelian		Significant	0.74		0.03					22444898			Hock
28991	OSTEO	osteochondrosis	Association	Linkage	16	74.8	151.50-151.50						1309	Mendelian		Significant			0.002					22444898			Hock
28990	OSTD	Osteochondrosis dissecans	Association	Linkage	16	74.6	151.50-151.50						1309	Mendelian		Significant			<0.01					22444898			Hock
28989	OSTEO	osteochondrosis	Association	Linkage	16	74.6	151.50-151.50						1309	Mendelian		Significant			0.002					22444898			Hock
28936	OSTD	Osteochondrosis dissecans	Association	Linkage	16	66.6	151.50-151.50						1309	Mendelian		Significant			<0.05					22444898			Hock
28938	OSTD	Osteochondrosis dissecans	Association	Linkage	16	68.0	151.50-151.50						1309	Mendelian		Significant	1.54		0.004					22444898			Hock
28927	OSTD	Osteochondrosis dissecans	Association	Linkage	16	30.6	144.62-147.39			COR011			1309	Mendelian		Significant			0.04					22444898			Fetlock and/or hock
28939	OSTD	Osteochondrosis dissecans	Association	Linkage	16	68.3	151.50-151.50						1309	Mendelian		Significant	1.54		0.004					22444898			Hock
28941	OSTD	Osteochondrosis dissecans	Association	Linkage	16	68.6	151.50-151.50						1309	Mendelian		Significant	1.48		0.005					22444898			Hock
28943	OSTD	Osteochondrosis dissecans	Association	Linkage	16	68.9	151.50-151.50						1309	Mendelian		Significant	0.70		0.04					22444898			Hock
29016	WITHIH	withers height	Association	Genome	3	358.17	358.17-358.17			rs68603064			1311	Mendelian		Significant			<0.05					22615965			
28934	OSTEO	osteochondrosis	Association	Linkage	16	65.4	151.50-151.50						1309	Mendelian		Significant			0.04					22444898			Hock
28929	OSTD	Osteochondrosis dissecans	Association	Linkage	16	59.7	151.50-151.50						1309	Mendelian		Significant	0.68		0.04					22444898			Hock
28984	OSTD	Osteochondrosis dissecans	Association	Linkage	16	74.1	151.50-151.50						1309	Mendelian		Significant			<0.01					22444898			Hock
29010	heaves	Recurrent airway obstruction	Association	Linkage	13	44.4	108.90-108.90						1310	Mendelian		Significant			0.01839					22497430	IL4R	interleukin 4 receptor	c.767+1125C>T
28946	OSTD	Osteochondrosis dissecans	Association	Linkage	16	69.4	151.50-151.50						1309	Mendelian		Significant	1.54		0.004					22444898			Hock
28988	OSTD	Osteochondrosis dissecans	Association	Linkage	16	74.3	151.50-151.50						1309	Mendelian		Significant			<0.01					22444898			Hock
28957	OSTD	Osteochondrosis dissecans	Association	Linkage	16	71.5	151.50-151.50						1309	Mendelian		Significant			<0.01					22444898			Hock
29005	OSTEO	osteochondrosis	Association	Linkage	16	66.6	151.50-151.50						1309	Mendelian		Significant			0.011					22444898			Fetlock
28964	OSTEO	osteochondrosis	Association	Linkage	16	45.6	151.50-151.50			LEX059			1309	Mendelian		Significant	0.94		0.02					22444898			Hock
29004	OSTEO	osteochondrosis	Association	Linkage	16	65.4	151.50-151.50						1309	Mendelian		Significant			0.008					22444898			Fetlock
28953	OSTD	Osteochondrosis dissecans	Association	Linkage	16	70.5	151.50-151.50						1309	Mendelian		Significant	1.54		0.004					22444898			Hock
28950	OSTD	Osteochondrosis dissecans	Association	Linkage	16	70.1	151.50-151.50						1309	Mendelian		Significant	1.54		0.004					22444898			Hock
28998	OSTEO	osteochondrosis	Association	Linkage	16	60.9	151.50-151.50						1309	Mendelian		Significant			0.006					22444898			Fetlock
29002	OSTEO	osteochondrosis	Association	Linkage	16	8.4	8.44-34.99			AHT081			1309	Mendelian		Significant			0.003					22444898			Fetlock
29000	OSTEO	osteochondrosis	Association	Linkage	16	61.5	151.50-151.50						1309	Mendelian		Significant			0.010					22444898			Fetlock
28997	OSTD	Osteochondrosis dissecans	Association	Linkage	16	76.4	151.50-151.50						1309	Mendelian		Significant			0.03					22444898			Hock
28970	OSTEO	osteochondrosis	Association	Linkage	16	72.3	151.50-151.50						1309	Mendelian		Significant	0.68		0.04					22444898			Hock
28981	OSTEO	osteochondrosis	Association	Linkage	16	73.7	151.50-151.50						1309	Mendelian		Significant	1.33		0.007					22444898			Hock
28965	OSTD	Osteochondrosis dissecans	Association	Linkage	16	45.6	151.50-151.50			LEX059			1309	Mendelian		Significant			<0.01					22444898			Hock
28956	OSTD	Osteochondrosis dissecans	Association	Linkage	16	71.4	151.50-151.50						1309	Mendelian		Significant			<0.05					22444898			Hock
28948	OSTD	Osteochondrosis dissecans	Association	Linkage	16	41.4	151.50-151.50			HMS020			1309	Mendelian		Significant	1.54		0.004					22444898			Hock
28973	OSTD	Osteochondrosis dissecans	Association	Linkage	16	72.4	151.50-151.50						1309	Mendelian		Significant			0.002					22444898			Hock
28933	OSTD	Osteochondrosis dissecans	Association	Linkage	16	7.7	33.95-35.69			TKY279			1309	Mendelian		Significant	0.75		0.03					22444898			Hock
28924	OSTEO	osteochondrosis	Association	Linkage	16	64.1	151.50-151.50						1309	Mendelian		Significant	0.71		0.04					22444898			Fetlock and/or hock
28975	OSTD	Osteochondrosis dissecans	Association	Linkage	16	72.7	151.50-151.50						1309	Mendelian		Significant			<0.01					22444898			Hock
28978	OSTEO	osteochondrosis	Association	Linkage	16	73.0	151.50-151.50						1309	Mendelian		Significant	0.72		0.03					22444898			Hock
28979	OSTD	Osteochondrosis dissecans	Association	Linkage	16	73.0	151.50-151.50						1309	Mendelian		Significant			0.002					22444898			Hock
28980	OSTD	Osteochondrosis dissecans	Association	Linkage	16	73.2	151.50-151.50						1309	Mendelian		Significant			0.007					22444898			Hock
28977	OSTD	Osteochondrosis dissecans	Association	Linkage	16	72.8	151.50-151.50						1309	Mendelian		Significant			<0.01					22444898			Hock
29006	OSTEO	osteochondrosis	Association	Linkage	16	30.6	144.62-147.39			COR011			1309	Mendelian		Significant			0.02					22444898			Fetlock
28966	OSTEO	osteochondrosis	Association	Linkage	16	71.9	151.50-151.50						1309	Mendelian		Significant	0.94		0.02					22444898			Hock
28993	OSTEO	osteochondrosis	Association	Linkage	16	75.3	151.50-151.50						1309	Mendelian		Significant			0.002					22444898			Hock
28947	OSTD	Osteochondrosis dissecans	Association	Linkage	16	69.5	151.50-151.50						1309	Mendelian		Significant	1.54		0.004					22444898			Hock
28949	OSTD	Osteochondrosis dissecans	Association	Linkage	16	69.7	151.50-151.50						1309	Mendelian		Significant	1.54		0.004					22444898			Hock
29008	heaves	Recurrent airway obstruction	Association	Linkage	13	44.0	108.90-108.90						1310	Mendelian		Significant			0.01501					22497430	IL4R	interleukin 4 receptor	c.2430+170707A>G
28961	OSTD	Osteochondrosis dissecans	Association	Linkage	16	44.6	151.50-151.50			TKY350			1309	Mendelian		Significant			<0.01					22444898			Hock
28962	OSTEO	osteochondrosis	Association	Linkage	16	71.8	151.50-151.50						1309	Mendelian		Significant	0.94		0.02					22444898			Hock
28987	OSTEO	osteochondrosis	Association	Linkage	16	74.3	151.50-151.50						1309	Mendelian		Significant			0.003					22444898			Hock
28982	OSTD	Osteochondrosis dissecans	Association	Linkage	16	73.7	151.50-151.50						1309	Mendelian		Significant			<0.01					22444898			Hock
28952	OSTD	Osteochondrosis dissecans	Association	Linkage	16	42.5	151.50-151.50			AHT038			1309	Mendelian		Significant	1.54		0.004					22444898			Hock
28972	OSTEO	osteochondrosis	Association	Linkage	16	72.4	151.50-151.50						1309	Mendelian		Significant	0.80		0.03					22444898			Hock
28968	OSTEO	osteochondrosis	Association	Linkage	16	72.2	151.50-151.50						1309	Mendelian		Significant	0.94		0.02					22444898			Hock
28954	OSTD	Osteochondrosis dissecans	Association	Linkage	16	70.9	151.50-151.50						1309	Mendelian		Significant	1.54		0.004					22444898			Hock
28955	OSTD	Osteochondrosis dissecans	Association	Linkage	16	71.0	151.50-151.50						1309	Mendelian		Significant	1.62		0.003					22444898			Hock
28923	OSTD	Osteochondrosis dissecans	Association	Linkage	16	64.1	151.50-151.50						1309	Mendelian		Significant	1.03		0.015					22444898			Fetlock and/or hock
28925	OSTD	Osteochondrosis dissecans	Association	Linkage	16	65.4	151.50-151.50						1309	Mendelian		Significant			0.03					22444898			Fetlock and/or hock
28937	OSTD	Osteochondrosis dissecans	Association	Linkage	16	30.6	144.62-147.39			COR011			1309	Mendelian		Significant	1.60		0.003					22444898			Hock
28969	OSTD	Osteochondrosis dissecans	Association	Linkage	16	72.2	151.50-151.50						1309	Mendelian		Significant			<0.01					22444898			Hock
28926	OSTD	Osteochondrosis dissecans	Association	Linkage	16	66.6	151.50-151.50						1309	Mendelian		Significant	0.77		0.03					22444898			Fetlock and/or hock
28963	OSTD	Osteochondrosis dissecans	Association	Linkage	16	71.8	151.50-151.50						1309	Mendelian		Significant			<0.01					22444898			Hock
28985	OSTEO	osteochondrosis	Association	Linkage	16	74.3	151.50-151.50						1309	Mendelian		Significant			0.003					22444898			Hock
28919	SARRESI	Equine sarcoids	Association	Linkage	20	50.6	50.87-51.07						1308	Mendelian		Significant			<0.05	4.84				22222899			
29017	WITHIH	withers height	Association	Genome	3	358.17	358.17-358.17			rs68601308			1311	Mendelian		Significant			<0.05					22615965			
29018	WITHIH	withers height	Association	Genome	9	370.43	370.43-370.43			rs68748134			1311	Mendelian		Significant			<0.05					22615965			
29019	WITHIH	withers height	Association	Genome	9	370.43	370.43-370.43			rs68748127			1311	Mendelian		Significant			<0.05					22615965			
29020	WITHIH	withers height	Association	Genome	9	370.43	370.43-370.43			rs68748129			1311	Mendelian		Significant			<0.05					22615965			
29021	WITHIH	withers height	Association	Genome	9	370.43	370.43-370.43			rs68748130			1311	Mendelian		Significant			<0.05					22615965			
29022	WITHIH	withers height	Association	Genome	9	370.43	370.43-370.43			rs68791068			1311	Mendelian		Significant			<0.05					22615965			
29023	WITHIH	withers height	Association	Genome	9	370.43	370.43-370.43			rs68748962			1311	Mendelian		Significant			<0.05					22615965			
29024	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs69081674			1312	Mendelian		Significant			0.001					22848553			
29025	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs69004116			1312	Mendelian		Significant			0.0009					22848553			
29026	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs69008671			1312	Mendelian		Significant			0.0008					22848553			
29027	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs69014301			1312	Mendelian		Significant			0.0007					22848553			
29028	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs68981175			1312	Mendelian		Significant			0.0007					22848553			
29029	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs68984136			1312	Mendelian		Significant			0.0006					22848553			
29030	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs68989538			1312	Mendelian		Significant			0.0006					22848553			
29031	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs68991188			1312	Mendelian		Significant			0.0006					22848553			
29032	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs69032278			1312	Mendelian		Significant			0.0006					22848553			
29033	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs69039025			1312	Mendelian		Significant			0.0006					22848553			
29034	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs69041949			1312	Mendelian		Significant			0.0006					22848553			
29035	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs69010226			1312	Mendelian		Significant			0.0006					22848553			
29036	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs69013206			1312	Mendelian		Significant			0.0007					22848553			
29037	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs69017406			1312	Mendelian		Significant			0.0006					22848553			
29038	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs69018798			1312	Mendelian		Significant			0.0006					22848553			
29039	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs69092477			1312	Mendelian		Significant			0.0008					22848553			
29040	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs69081923			1312	Mendelian		Significant			0.0004					22848553			
29041	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs69085023			1312	Mendelian		Significant			0.0003					22848553			
29042	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs69089387			1312	Mendelian		Significant			0.00013					22848553			
29043	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs69139803			1312	Mendelian		Significant			0.00011					22848553			
29044	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs69131577			1312	Mendelian		Significant			0.00009					22848553			
29045	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs69135529			1312	Mendelian		Significant			0.00007					22848553			
29046	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs69138276			1312	Mendelian		Significant			0.00007					22848553			
29047	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs69065671			1312	Mendelian		Significant			0.00003					22848553			
29048	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs69069747			1312	Mendelian		Significant			0.00002					22848553			
29049	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs69004427			1312	Mendelian		Significant			0.00004					22848553			
29050	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs69007375			1312	Mendelian		Significant			0.0002					22848553			
29051	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs68990437			1312	Mendelian		Significant			0.0005					22848553			
29052	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs69097354			1312	Mendelian		Significant	1.29		0.007					22848553			
29053	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs68977139			1312	Mendelian		Significant			0.0015					22848553			
29054	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs68980399			1312	Mendelian		Significant			0.0011					22848553			
29055	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs68983383			1312	Mendelian		Significant			0.0009					22848553			
29056	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs68986136			1312	Mendelian		Significant			0.0008					22848553			
29057	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs68969310			1312	Mendelian		Significant			0.0008					22848553			
29058	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs68972724			1312	Mendelian		Significant			0.0007					22848553			
29059	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs68974295			1312	Mendelian		Significant			0.0007					22848553			
29060	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs68977487			1312	Mendelian		Significant			0.0008					22848553			
29061	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs69003982			1312	Mendelian		Significant			0.0008					22848553			
29062	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs69005351			1312	Mendelian		Significant			0.0008					22848553			
29063	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs69008495			1312	Mendelian		Significant			0.0008					22848553			
29064	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs69011005			1312	Mendelian		Significant			0.0008					22848553			
29065	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs69012535			1312	Mendelian		Significant			0.0006					22848553			
29066	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs68999709			1312	Mendelian		Significant			0.0006					22848553			
29067	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs69046142			1312	Mendelian		Significant			0.0006					22848553			
29068	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs69049951			1312	Mendelian		Significant			0.0006					22848553			
29069	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs69051545			1312	Mendelian		Significant			0.0006					22848553			
29070	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs69053051			1312	Mendelian		Significant			0.0007					22848553			
29071	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs69056751			1312	Mendelian		Significant			0.0008					22848553			
29072	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs69023779			1312	Mendelian		Significant			0.0009					22848553			
29073	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs69031080			1312	Mendelian		Significant			0.001					22848553			
29074	GPT	Guttural pouch tympany	Association	Genome	15	4170.68	4170.68-4170.68			rs69022004			1312	Mendelian		Significant			0.0012					22848553			
29075	GPT	Guttural pouch tympany	Association	Genome	3	358.17	358.17-358.17			rs68458115			1312	Mendelian		Significant	1.24		0.008					22848553			
29076	GPT	Guttural pouch tympany	Association	Genome	3	358.17	358.17-358.17			rs68458177			1312	Mendelian		Significant	1.28		0.008					22848553			
29077	GPT	Guttural pouch tympany	Association	Genome	3	358.17	358.17-358.17			rs68458225			1312	Mendelian		Significant	1.3		0.007					22848553			
29078	GPT	Guttural pouch tympany	Association	Genome	3	358.17	358.17-358.17			rs68458292			1312	Mendelian		Significant	1.33		0.007					22848553			
29079	GPT	Guttural pouch tympany	Association	Genome	3	358.17	358.17-358.17			rs68458365			1312	Mendelian		Significant	1.35		0.006					22848553			
29080	GPT	Guttural pouch tympany	Association	Genome	3	358.17	358.17-358.17			rs68458424			1312	Mendelian		Significant	1.38		0.006					22848553			
29081	GPT	Guttural pouch tympany	Association	Genome	3	358.17	358.17-358.17			rs68458454			1312	Mendelian		Significant	1.48		0.005					22848553			
29082	GPT	Guttural pouch tympany	Association	Genome	3	358.17	358.17-358.17			rs68458505			1312	Mendelian		Significant			0.002					22848553			
29083	GPT	Guttural pouch tympany	Association	Genome	3	358.17	358.17-358.17			rs68591808			1312	Mendelian		Significant	1.81		0.002					22848553			
29084	GPT	Guttural pouch tympany	Association	Genome	3	358.17	358.17-358.17			rs68591872			1312	Mendelian		Significant	1.73		0.002					22848553			
29085	GPT	Guttural pouch tympany	Association	Genome	3	358.17	358.17-358.17			rs68563580			1312	Mendelian		Significant	1.62		0.003					22848553			
29086	GPT	Guttural pouch tympany	Association	Genome	3	358.17	358.17-358.17			rs68553237			1312	Mendelian		Significant	1.44		0.005					22848553			
29087	GPT	Guttural pouch tympany	Association	Genome	3	358.17	358.17-358.17			rs68557664			1312	Mendelian		Significant	1.36		0.006					22848553			
29088	GPT	Guttural pouch tympany	Association	Genome	3	358.17	358.17-358.17			rs68557684			1312	Mendelian		Significant	1.7		0.003					22848553			
29089	GPT	Guttural pouch tympany	Association	Genome	3	358.17	358.17-358.17			rs68563604			1312	Mendelian		Significant	1.75		0.002					22848553			
